"X","Twitter_Handle","Sex","Tweet_id","Created_at","Text","Favorite_count","Retweet_count","Hashtags","User_mentions"
"785","robbiemustoe","M","6.79034E+17","12/21/15 20:23","Both teams not very good at winning the ball back so both having good spells of possession. Game will open up later.",0,2,"",""
"652","AbbyWambach","F","6.72501E+17","12/3/15 19:41","One of my favorite people!!!!! @sarahrobboh   Now let's get you to that top spot! #tagyou'reit ",255,26,"tagyou",""
"716","Real_T_Mac","M","2.90324E+17","1/13/13 5:05","@TMacHighlights Man you are pulling them out the archives today huh? Lol",4,2,"",""
"618","The2RobbiesNBC","M","7.24705E+17","4/25/16 21:01","Chelsea now have a huge incentive next Monday to totally terminate Spurs hopes.
 #DecisiveDerby",17,2,"DecisiveDerby",""
"569","JSB_FOX","F","7.7039E+17","8/29/16 22:36","@JayOnrait and Spearmint Rhino. And Body-Body.",3,0,"","JayOnrait"
"2334","SteveBowercomm","M","4.39425E+17","2/28/14 15:40","Never thought I'd see the day @_keatings on here! Along with @gbeeky ,two top broadcasters and top men ,who had a big influence on me.",1,1,"","_keatings"
"437","jemelehill","F","7.92418E+17","10/29/16 17:27","@NorTexBlue back pedaling from what?",1,0,"","NorTexBlue"
"3052","BobLeyESPN","M","4.30403E+17","2/3/14 18:09","His philosophy borrows from Jerry Garcia and John Wooden, and he went to high school with Robin Williams.  ",13,7,"",""
"1830","sportsiren","F","7.07272E+17","3/8/16 18:28","Wow! Good eyes. I will stop by in next few days. I need your help for sure_��� ",21,9,"",""
"513","catwhitehill4","F","4.90712E+17","7/20/14 4:18","@Deegley @itsmeglinehan saw it now...gonna figure it out... Thx for the info",0,0,"","Deegley"
"925","lindsayczarniak","F","4.62722E+17","5/3/14 22:33","This is cool. Del being shown the horseracing ropes by the biggest race fan I know... My Dad #KentuckyDerby ",54,2,"KentuckyDerby",""
"1490","MarkJackson13","M","5.2064E+17","10/10/14 18:18","���@olsonao: Really excited that @MarkJackson13 will be back on the mic this year for ESPN!�۝��_Thank u. It will be fun!",24,7,"","olsonao"
"2549","SteveBowercomm","M","3.86531E+17","10/5/13 16:38","@Eddie_Trfc @colinebbrell @thecowsheds remember what followed that's not irrelevant",0,0,"","Eddie_Trfc"
"1165","HeatherCoxNBC","F","5.05102E+17","8/28/14 21:17","Just landed in Dallas for Ok St @OSUAthletics vs. Flor St. Can't wait for kickoff! Sat 8et ABC w/ @cbfowler and @KirkHerbstreit @ESPNCFB",5,1,"","OSUAthletics"
"2287","arlowhite","M","6.73634E+17","12/6/15 22:44","@gariphic Cheers Gary.",0,0,"","gariphic"
"3045","JalenRose","M","6.64278E+17","11/11/15 3:07","@Andy_R_Myers agreed!! #respect",0,0,"respect","Andy_R_Myers"
"1956","notthefakeSVP","M","7.54536E+17","7/17/16 4:40","@InTransit74 = following someone who you think says a lot of dumb sh*t - yet don't unfollow.",3,0,"",""
"1064","KeithCostigan","M","7.75907E+17","9/14/16 4:00","From watching McKennie he wouldn't have been far away from contributing next season.  Big blow for Dallas to lose him.",1,0,"",""
"544","robbiemustoe","M","7.10569E+17","3/17/16 20:51","Pretty exposed in there, Michael Carrick.  
MF help often late to cover (Lingard  Fella). Good numbers going fwd though. #MUFCvLFC",0,1,"MUFCvLFC",""
"826","heydb","F","3.38509E+17","5/26/13 4:17","Y #wnba",3,1,"wnba",""
"680","HannahStormESPN","F","7.55091E+17","7/18/16 17:25","...On planes, lately! Olympic summers are crazy, but fun. #Rio2016  ",8,2,"Rio2016",""
"2873","MarkJackson13","M","3.85183E+17","10/1/13 23:21","After practice my guys and I took a trip! What a Blessing!!
#Warriors ",31,20,"Warriors",""
"973","KeithCostigan","M","7.76905E+17","9/16/16 22:07","@mattladson do t need to compare.  We move forward   With hope ..... You know the rest",0,0,"","mattladson"
"553","EricWynalda","M","7.84628E+17","10/8/16 5:34","Is that my hand or somebody else's ? ",2,2,"",""
"2846","SteveBowercomm","M","3.17273E+17","3/28/13 13:52","@Olivia_A1999 can't disagree! Can't get 2nd handset working now?!?",1,0,"","Olivia_A1999"
"687","The2RobbiesNBC","M","7.2072E+17","4/14/16 21:04","On to the semi-finals they go #Spirited #Belief #NeverGiveUp ",69,26,"Spirited",""
"910","MarkJackson13","M","5.67859E+17","2/18/15 1:32","Time is not the only thing that Flies! Happy B Day Michael Jordan!!
#Greatness",64,33,"Greatness",""
"1959","katemarkgraf","F","2.49936E+17","9/23/12 18:18","@SoccerChicago Just some mental gymnastics on Sunday afternoon.  It's the thing to do, where's the weekend reading list? I love it.",0,0,"","SoccerChicago"
"729","AleMorenoESPN","M","6.04745E+17","5/30/15 20:23","You are incorrect @CBurleyESPN ! that goal was slightly outside my range! Thanks for the shout out though...#Neymar",12,4,"Neymar","CBurleyESPN"
"1031","LaChinaRobinson","F","7.7754E+17","9/18/16 16:10","Great job Jordan, I'll see you this season! You are a great leader for @LadyVol_Hoops  @SEC! #LeadershipCouncil ",11,3,"LeadershipCouncil","LadyVol_Hoops"
"2080","robbiemustoe","M","4.2355E+17","1/15/14 20:20","There's a shock it's raining in Manchester. Man City 0-0 Blackburn. FA Cup replay 10 mins gone.",7,13,"",""
"230","AbbyWambach","F","7.47763E+17","6/28/16 12:06","RIP Pat Summitt. A legend and personal hero of mine for many many years. #sadday",1887,422,"sadday",""
"1567","SteveBowercomm","M","5.38316E+17","11/28/14 12:58","Off to the north east tomorrow to see if sunderland can do it to Chelsea again.... ",2,0,"",""
"1457","SteveBowercomm","M","5.59035E+17","1/24/15 17:06","What a story at the bridge- full credit to Bradford, two down to win 4-2, fully deserved,Jose Mourinho repeats its a disgrace for his team",2,4,"",""
"1023","catwhitehill4","F","3.1887E+17","4/1/13 23:37","@Braves and #uncbaseball on tv at the same time! Thank u @espn",0,0,"uncbaseball","Braves"
"191","AleMorenoESPN","M","7.41602E+17","6/11/16 12:03","Triple header of #EURO2016 action today on @ESPN starting off with Albania v Switzerland! @RaeComm is set and ready to go! Join us 8.30 et.",19,5,"EURO2016","espn"
"1099","friedel_b","M","2.53908E+17","10/4/12 17:22","@AaronJL_ not sure I'll ask him tomorrow.",0,0,"","aaronjl_"
"1748","jemelehill","F","7.81932E+17","9/30/16 19:01","@ChazzyGoo feel free to commence with the clowning",1,0,"","ChazzyGoo"
"809","MarkJonesESPN","M","7.46191E+17","6/24/16 3:58","Not sure ""stretch 4"" is a new term.To those of us who saw Bob McAdoo (6'10"") play this new ""stretch 4"" is old stuff. Smh. Pre-Dirk. Way back",21,7,"",""
"2676","BobLeyESPN","M","4.74624E+17","6/5/14 18:48","@awhager You gotta shoot higher than that.  I'd suggest @IanDarke .",2,1,"","awhager"
"2541","arlowhite","M","6.61263E+17","11/2/15 19:24","A pleasure to host a @Leaders_Insight breakfast in London. NFL Commish Roger Goodell  RFU's Ian Ritchie in top form ",11,3,"","Leaders_Insight"
"1117","sagesteele","F","7.15213E+17","3/30/16 16:22","@MDB_3 obviously.. #cmonman",1,0,"cmonman","MDB_3"
"2096","AlexiLalas","M","7.53336E+17","7/13/16 21:12","@NutmegRadio ...and handshake.",1,0,"","NutmegRadio"
"1638","lindsayczarniak","F","2.55632E+17","10/9/12 11:33","Good morning. Love a sunny Tuesday in Bristol. Especially when Herm + @stephenasmith r on the show. @KNegandhiESPN + me at 9a @SportsCenter",1,1,"","stephenasmith"
"2177","RobStoneONFOX","M","7.23225E+17","4/21/16 18:58","Prince and Chyna news in he same day? Quit screwing with my adolescent memories.",26,8,"",""
"1048","MarkJackson13","M","5.5504E+17","1/13/15 16:33","Happy B Day to my man @CurtisConway80! Have a Blessed 1 bro!",4,3,"","CurtisConway80"
"492","The2RobbiesNBC","M","7.36623E+17","5/28/16 18:21","Congrats Hull City, back in the big time! Diame the star today. Big transfer window to make important improvements.  ",8,2,"",""
"1090","catwhitehill4","F","2.98853E+17","2/5/13 17:57","@liannesanderson welcome to the @BostonBreakers!! So excited to play with you!!",0,4,"","liannesanderson"
"1413","The2RobbiesNBC","M","6.24989E+17","7/25/15 17:06","Right left, left foot. Whatever. Santi Cazorla scores free kick to make it 6-0 v Lyon with his left foot.",1,0,"",""
"2378","AbbyWambach","F","3.00754E+17","2/10/13 23:50","���@jimbrzez: Wondering what the best brand of soccer cleats for a 10yr old girl u would suggest? �۝I wear @nikesoccer vapor mercurial. Comfy",59,8,"","jimbrzez"
"715","catwhitehill4","F","3.99686E+17","11/10/13 23:50","@WirelessMikeB thank u so much!",0,0,"","WirelessMikeB"
"1631","BobLeyESPN","M","5.82709E+17","3/31/15 1:02","Part I, My @OTLonESPN conversation today on Sports  Indiana Religious Freedom law. Very frank and incisive guests.  ",17,13,"","OTLonESPN"
"664","jemelehill","F","7.90753E+17","10/25/16 3:11","He's looked bad against a lesser defense, but some of this is because Denver is a terrific defensive team ",28,4,"",""
"1231","marckestecher","M","5.41295E+17","12/6/14 18:16","Just landed in Cleveland. Good to be back in one of my former ""hometowns."" And no snow -- a December bonus.",1,0,"",""
"510","sagesteele","F","7.46872E+17","6/26/16 1:05","Sushi date night with my girls _�� @ Pure Sushi Bar  Dining ",63,1,"",""
"2445","HannahStormESPN","F","6.60481E+17","10/31/15 15:39","Rehearsing for @nycmarathon Sunday on @espn 2.. Join us at 9am ET! ",30,6,"","nycmarathon"
"2574","SteveBowercomm","M","3.81525E+17","9/21/13 21:07","@nadderley blimey, he's a huge player to miss to be fair",0,0,"","nadderley"
"238","tonysocc","M","2.74884E+17","12/1/12 14:32","Just watched the UNC-Stanford Semi on ESPN3.Very proud and great story for Adelaide Gay, long time SoccerPlus GK student  walk-on at UNC.",8,8,"",""
"2828","SteveBowercomm","M","3.21654E+17","4/9/13 16:01","@PATRICKCNN as good as royal formby???",0,0,"","PATRICKCNN"
"847","katemarkgraf","F","6.09725E+17","6/13/15 14:13","@gabebolton or I'm a defender and am tired of good defensive plays not being praised at the same level of a chance creation",0,0,"","gabebolton"
"254","JSB_FOX","F","7.84811E+17","10/8/16 17:41","Just dropped off a ton of clothes at @dressforsuccess - such a friendly, inspiring organization helping women succeed professionally.",51,4,"","dressforsuccess"
"1849","notthefakeSVP","M","7.58516E+17","7/28/16 4:14","@Mbecks2 I was impressed with his speech. I don't even know wtf you are attempting to say.",26,0,"","Mbecks2"
"2681","SteveBowercomm","M","3.62866E+17","8/1/13 9:22","@VinnOConnor sadly not mate!",0,0,"","VinnOConnor"
"497","HannahStormESPN","F","7.6491E+17","8/14/16 19:42","Really enjoyed meeting Matt and Sybi Kuchar at #Rio2016 and so happy for his Bronze! (Doug Collins here too!) ",157,10,"Rio2016",""
"1504","HannahStormESPN","F","7.11672E+17","3/20/16 21:54","Presidential motorcade just went by on El Malecon....#CubaVisit",34,4,"CubaVisit",""
"2207","JalenRose","M","6.93328E+17","1/30/16 7:01","@iceskateforyou #Preach! #respect",1,0,"Preach","iceskateforyou"
"116","RebeccaLobo","F","7.82295E+17","10/1/16 19:03","@LexiLevy @JenRizzotti Congrats!",8,4,"","LexiLevy"
"2212","jemelehill","F","7.78938E+17","9/22/16 12:43","@GVSU1993 @REEM413 their methods are wildly different because 1 person is overly concerned with what ppl think and the other is not",5,1,"","GVSU1993"
"735","TaylorTwellman","M","7.76582E+17","9/16/16 0:43","@mikegilday11 you watching TNF?",0,0,"","mikegilday11"
"2402","JSB_FOX","F","7.02223E+17","2/23/16 20:08","Great chance from Oxlade-Chamberlain in the box, Arsenal getting chances...",9,0,"",""
"1410","arlowhite","M","7.20586E+17","4/14/16 12:13","With depth of talent in No.9 position, not sure I'd take him ahead of Carroll, if it came to a direct choice. ",2,0,"",""
"686","sagesteele","F","7.35256E+17","5/24/16 23:49","Celebrating Quinn's 14th birthday one day late bc that work thing always gets in the way,��_ ",45,1,"",""
"939","sportsiren","F","7.47953E+17","6/29/16 0:41","What a beautiful love letter. Just amazing Kara.  ",146,28,"",""
"3127","jemelehill","F","7.73226E+17","9/6/16 18:27","@SaarahWorld Serena in the sports world is as hard to get as Beyonce. So, nah. I wouldn't hold my breath.",1,0,"","SaarahWorld"
"3160","michaelsmith","M","7.4362E+17","6/17/16 1:43","First quarter recap ",260,227,"",""
"437","lindsayczarniak","F","6.36532E+17","8/26/15 13:33","Thinking about everyone at @WDBJ7 this morning. Thoughts and prayers to the families involved.",135,73,"","WDBJ7"
"3157","RebeccaLobo","F","4.14531E+17","12/21/13 23:03","Stanford's Lili Thompson is playing like a big time player tonight vs Tennessee. #Competing",3,6,"Competing",""
"130","AleMorenoESPN","M","7.68533E+17","8/24/16 19:39","ICYMI Here are these week's MLS Weekly Awards  You Know It, You Love it! #ESPNFC",9,1,"ESPNFC",""
"260","MarkJonesESPN","M","7.67416E+17","8/21/16 17:38","@MA_Gonzo0629 I saw it the same way as you_���",0,0,"","MA_Gonzo0629"
"646","AbbyWambach","F","6.72951E+17","12/5/15 1:31","I second that @SaraBareilles  ",289,31,"","SaraBareilles"
"1137","arlowhite","M","7.30766E+17","5/12/16 14:26","@Flash_Gordon24 Family, family, and a bit more family. Plus re-charging for Rio!",0,0,"","Flash_Gordon24"
"1826","Real_T_Mac","M","1.92806E+17","4/19/12 2:44","@kwatkins859 Yea, that's where I'm at..lol",0,0,"","kwatkins859"
"1964","jemelehill","F","7.80592E+17","9/27/16 2:17","@addict4kiks _���_���_���",0,0,"","addict4kiks"
"2611","EricWynalda","M","7.40047E+17","6/7/16 5:06","Goodnight all- another day in the books - my hero of the day DiMaria - @CA2016",20,0,"","CA2016"
"1349","catwhitehill4","F","2.19882E+17","7/2/12 19:55","���@TimBrando: Cont....Houston Nutt @ 11:13 CT,Barry Alvarez at 11:31  @catwhitehill4 at 11:47. #timbrandoshow�۝-thx for havin me on the show!",0,0,"timbrandoshow","TimBrando"
"1985","DavePasch","M","5.2765E+17","10/30/14 2:37","The Suns don't look like they've been off for 6 months. Wow!",8,0,"",""
"1116","The2RobbiesNBC","M","6.68128E+17","11/21/15 18:06","Stunning @LFC performance so far. Firmino, wow, what's happened to him?? Brilliant. City don't like this annoying team in red.",10,3,"","LFC"
"939","RebeccaLobo","F","6.53384E+17","10/12/15 1:37","Ben, meet Jamie. Jamie, meet Ben. ",82,16,"",""
"2857","MichelleDBeadle","F","6.2769E+17","8/2/15 3:59","#UFC190 ",220,79,"UFC190",""
"940","arlowhite","M","7.4026E+17","6/7/16 19:13","This conjures so many great memories of 2011 at Starfire.. The Pew-mas are at it again! #Sounders #Kitsap #USOC2016 ",18,1,"Sounders",""
"2460","The2RobbiesNBC","M","5.3038E+17","11/6/14 15:25","Get him signed up before January!  ",1,0,"",""
"2168","AleMorenoESPN","M","3.38796E+17","5/26/13 23:18","@sluggo271 Big match indeed.I expect America to assert themselves early on, Cruz Azul must be close to perfect in the back and counter well!",0,0,"","sluggo271"
"2794","HannahStormESPN","F","6.4244E+17","9/11/15 20:48","Yes that's an excellent example. Covered those Olympics and it was unreal.. So shocking. ",3,1,"",""
"1663","KeithCostigan","M","7.65931E+17","8/17/16 15:20","@Corporate_Hobo _��_",0,0,"","Corporate_Hobo"
"320","robbiemustoe","M","7.35632E+17","5/26/16 0:40","@joshhm Very. Surely will improve as game goes on.",0,0,"","joshhm"
"1499","HeatherCoxNBC","F","3.78596E+17","9/13/13 19:07","Purdue hoping to ""Boiler Up"" against Notre Dame 8pm ET ABC #NDvsPUR ",0,0,"NDvsPUR",""
"1862","GrantWahl","M","7.58725E+17","7/28/16 18:03","Superb story by @Rosenberg_Mike on the brother of Aaron Hernandez ",62,11,"","Rosenberg_Mike"
"1018","michaelsmith","M","7.76481E+17","9/15/16 18:01","@KhariLuthaKang @jemelehill if you say so. some say Pryor was funnier than Murphy. *shrugs*",0,0,"","jemelehill"
"350","RebeccaLobo","F","7.39978E+17","6/7/16 0:33","The joy after the pitch is the best part. We love you @sportsiren !  ",96,18,"","sportsiren"
"186","mbretosESPN","M","7.89297E+17","10/21/16 2:47","Adam... you are wonderful. ",1,0,"",""
"291","MarkJonesESPN","M","7.66443E+17","8/19/16 1:14","When you go back to back in decathlon that's sayin somethin.A lot can go wrong in 10 events.Ashton Eaton._��_���#TeamUSA ",31,14,"TeamUSA",""
"1988","LaChinaRobinson","F","7.62831E+17","8/9/16 2:00","Lilly is here for ALL the drama. #BringItOn ",9,2,"BringItOn",""
"2647","MarkJackson13","M","4.13515E+17","12/19/13 3:43","MAKE A PLAY!! Assist somebody!",25,30,"",""
"230","BobLeyESPN","M","7.63718E+17","8/11/16 12:46","7yrs ago after 30th anv @SportsCenter I asked @johnreporters  Boom to sign my script. Time 2 get this sucker framed ",321,76,"","SportsCenter"
"2032","HannahStormESPN","F","6.86637E+17","1/11/16 19:53","Yes very brave and inspiring. @ClemsonFB #FacetoFace ",4,3,"FacetoFace","ClemsonFB"
"1833","AleMorenoESPN","M","3.98294E+17","11/7/13 3:40","At this time of the year in MLS...Houston, always Houston!!!",26,59,"",""
"1965","AbbyWambach","F","3.51073E+17","6/29/13 20:22","���@sydneyleroux: Boss Behavioral Analysis Part 1. He may look sweet, but don't you dare touch his mama. �۝ #haha",117,23,"haha","sydneyleroux"
"141","RebeccaLobo","F","7.79781E+17","9/24/16 20:34","Boarded my Southwest flight. A 60-ish woman was laying down in the third row. Head on the window, bare feet on the aisle seat. #KeptGoing",33,6,"KeptGoing",""
"1735","sagesteele","F","6.82574E+17","12/31/15 14:46","@jakew1967 @JennyMcCarthy @ABCNetwork @jemelehill @GMA ummmm....I love the Spartans...I'm a big 10 girl!  Nice try! _���",1,1,"","jakew1967"
"922","stephenbardo","M","6.52668E+17","10/10/15 2:10","Clutch game winner by @MooreMaya. Great game between @minnesotalynx and @IndianaFever",2,2,"","MooreMaya"
"703","notthefakeSVP","M","7.81198E+17","9/28/16 18:25","@davidrhames made a lot of good points. Ripping on the teeth was a bit ironic.",0,0,"","davidrhames"
"2643","RebeccaLobo","F","4.51527E+17","4/3/14 1:08","@TalonShoemake Did you say hello?",1,0,"","TalonShoemake"
"949","MarkJonesESPN","M","7.42534E+17","6/14/16 1:46","Shaun Livingston proving there's still _�աin the mid range game.",19,11,"",""
"825","EqualizerSoccer","F","7.75511E+17","9/13/16 1:47","@juliagulia614 No. The league breaks for the FIFA international window.",1,0,"","juliagulia614"
"2429","AbbyWambach","F","2.9824E+17","2/4/13 1:22","���@EricLeGrand52: @heathermitts thanks heather hope your doing well�۝ so happy for you man!!",17,1,"","EricLeGrand52"
"2276","JSB_FOX","F","7.07263E+17","3/8/16 17:52","Sounds about right. #experienceregina ",9,0,"experienceregina",""
"3146","arlowhite","M","6.35583E+17","8/23/15 22:42","Often called the 'D'. Used on a penalty kick to keep all other players the required 10 yards from the penalty spot. ",39,3,"",""
"1415","GrantWahl","M","7.64286E+17","8/13/16 2:22","@AlexiLalas nah",93,6,"","AlexiLalas"
"196","TaylorTwellman","M","7.90389E+17","10/24/16 3:07","Really enjoyed Seattle today as the fans put on a great display leading @SoundersFC to the playoffs. #MLS",122,9,"MLS","SoundersFC"
"2302","RobStoneONFOX","M","7.16654E+17","4/3/16 15:51","Now Playing. Road to #WM32 ",28,2,"WM32",""
"858","KeithCostigan","M","7.79883E+17","9/25/16 3:20","@SoundersFC when I talk, people listen......sometimes",7,0,"","SoundersFC"
"1838","EqualizerSoccer","F","7.596E+17","7/31/16 4:00",".@chicagoredstars beat @FCKansasCity 1-0, and recently acquired fwd Stephanie McCaffrey scored the winner. RECAP: ",12,3,"","chicagoredstars"
"695","AbbyWambach","F","6.66076E+17","11/16/15 2:12","Nothing finalized but yes, I think @GetFitGreatFall will be doing more events!Hopefully @kelleyjakle comes back too! ",237,20,"","GetFitGreatFall"
"1456","notthefakeSVP","M","7.65418E+17","8/16/16 5:21","@BLWalkOn @StanfordSteve82 @walk_ons we're thinking of you, brother.",11,1,"","BLWalkOn"
"2054","catwhitehill4","F","5.71366E+16","4/10/11 17:43","Braves vs phillies-time to get my mind on other things...thx @RobertWhitehill and @virginiareddick #gobraves",0,0,"gobraves","RobertWhitehill"
"2713","arlowhite","M","6.55502E+17","10/17/15 21:54","Very tidy finishes by Raheem Sterling today. Poise of the 2nd reminded me of his swaying effort for Liverpool v City in THAT game in 2013/14",7,2,"",""
"1146","lindsayczarniak","F","3.73113E+17","8/29/13 15:59","O 2 b in Cola 2nite! RT @darrenrovell: Old Mill Kettle Corn signs licensing deal w/7 schools including South Carolina ",2,3,"","darrenrovell"
"1899","Real_T_Mac","M","1.89511E+17","4/10/12 0:31","@Beware_Da_Flock Appreciate it",0,0,"","Beware_Da_Flock"
"1967","BobLeyESPN","M","5.45044E+17","12/17/14 2:34","Soon, we gather around the Yuletide Samsung for our family tradition, enjoying this heartwarming Seasonal movie.  ",10,2,"",""
"1218","TaylorTwellman","M","7.63163E+17","8/9/16 23:59","@NickBuser5 @Mel_lific you sure it's black??? It's a navy tie and trust me don't give me advice on attire ha",3,0,"","NickBuser5"
"2716","notthefakeSVP","M","7.39162E+17","6/4/16 18:29","@KeithLeventhal reported.  Confirmed.  Here we go.  It clearly didn't catch us off guard.  We had like 10 anchors live. Until 4 am",0,0,"","KeithLeventhal"
"454","GrantWahl","M","7.83731E+17","10/5/16 18:10","Mexico FA appeals FIFA punishment for anti-gay fan chant, says it's not discriminatory ",16,17,"",""
"886","kylemartino","M","7.41036E+17","6/9/16 22:36","You've got my vote.  ",6,0,"",""
"2315","AleMorenoESPN","M","3.22866E+17","4/13/13 0:15","@stevesirk Sorry to say but the Tribe  the Sox will once again play for scraps! The Tigers will be too much! Gone r d days of Omar  Ozzie!",0,0,"","stevesirk"
"3125","LaChinaRobinson","F","7.41771E+17","6/11/16 23:15","@mmabrey23 _���",0,0,"","mmabrey23"
"3093","michaelsmith","M","7.44167E+17","6/18/16 13:58","@JayHopeIsHere yes. yes. and yes.",1,0,"","JayHopeIsHere"
"191","HannahStormESPN","F","7.82265E+17","10/1/16 17:02","@AnitaMarks @OrinSwift @MissyMotha maybe I should pump the brakes on this...#Defense #NDvsCUSE",1,0,"Defense","AnitaMarks"
"3036","SteveBowercomm","M","2.85362E+17","12/30/12 12:30","@Nicodotcom back there tomorrow mate!",0,0,"","Nicodotcom"
"1447","SteveBowercomm","M","5.5948E+17","1/25/15 22:37","@dicko74 @Robbie9Fowler you singing Dicko?",0,0,"","dicko74"
"745","JSB_FOX","F","7.64149E+17","8/12/16 17:19","Wow. What a counter attack. Julie Johnston  Hope Solo did what they could. Sweden up 1-0. #Rio2016",16,5,"Rio2016",""
"2284","robbiemustoe","M","3.92473E+17","10/22/13 2:09","Very disappointed Mogga's out at Boro. Wage bill slashed = hard to win. Not met a better person in football. #RealBoroLegend",22,51,"RealBoroLegend",""
"353","HeatherCoxNBC","F","6.8418E+17","1/5/16 1:08","@ryantheman2194 can't wait! Good luck!",1,0,"","ryantheman2194"
"1966","SteveBowercomm","M","4.78879E+17","6/17/14 12:37","@jimmyadamson say hello to all the boys for me mate, have a top day, sure there'll be a few stories!",1,0,"","jimmyadamson"
"1458","AleMorenoESPN","M","4.60575E+17","4/28/14 0:25","@PaulCarter37 I'll make sure to let him know! Great picture!",0,0,"","PaulCarter37"
"1065","catwhitehill4","F","3.08041E+17","3/3/13 2:27","Dear @RobertWhitehill   Thank u for watching Breaking Dawn part 2- u r a
great husband",1,0,"","RobertWhitehill"
"288","JalenRose","M","7.70759E+17","8/30/16 23:05","#gtgtpwtw ",26,5,"gtgtpwtw",""
"963","AleMorenoESPN","M","5.46824E+17","12/22/14 0:27",".@ESPNFC :EPL,Real Madrid keeps winning,Barcelona closes in, the best from the rest! w/@DanThomasESPN @ShakaHislop @SteveNicol61 ESPN2 12et",2,2,"","ESPNFC"
"2829","jemelehill","F","7.7536E+17","9/12/16 15:45","I'll have more to say about this on the show .. in about 20 mins ",70,16,"",""
"262","JalenRose","M","7.73532E+17","9/7/16 14:43","@14minutesleft really doe! Much #respect #gtgtpwtw",0,0,"respect","14minutesleft"
"635","MarkJonesESPN","M","7.55302E+17","7/19/16 7:22","Belated S/o to @usabasketball U18 women on winning Gold_ُ�in FIBA Americas.USA crushed Canada 109-62.@CoachSerio,Rellah Boothe,Ocala,Fl.Baller",6,1,"","usabasketball"
"1923","arlowhite","M","6.90899E+17","1/23/16 14:07","Did I miss the Norwich centre backs being substituted?",27,12,"",""
"310","KeithCostigan","M","7.90228E+17","10/23/16 16:27","Called the United game in midweek and Carrick was excellent yet still left out today for Fellaini",5,2,"",""
"609","HannahStormESPN","F","7.62042E+17","8/6/16 21:46","She hits the #Rio2016 pool tonight! How to be @katieledecky (as if anyone could!) ",13,2,"Rio2016","katieledecky"
"1847","KeithCostigan","M","7.63198E+17","8/10/16 2:19","@TRongen I don't get the hashtag",0,0,"","TRongen"
"300","catwhitehill4","F","6.08302E+17","6/9/15 15:56","@halfbull the fitness coach is a huge factor for that...u also have a plan that builds on each technical and tactical skill every week...",0,0,"","halfbull"
"3048","KeithCostigan","M","7.47268E+17","6/27/16 3:18","@Agave310 him too Mateo",0,0,"","Agave310"
"305","jemelehill","F","7.93271E+17","11/1/16 1:56","@Chocolategirl08 haha, thanks",0,0,"","Chocolategirl08"
"774","kylemartino","M","7.45801E+17","6/23/16 2:08","Pulled every muscle in my body  ",10,0,"",""
"2196","sagesteele","F","6.58854E+17","10/27/15 3:54","@MikeZimmersEars @Ravens not that simple...blitz worked..he had to get rid of the ball early...credit to AZ defense",0,0,"","MikeZimmersEars"
"1447","GenoEspn","M","6.36956E+17","8/27/15 17:38","Will be weird not to grind out BMOC every Sat. nite/Sunday, but the slot gets a big upgrade w/fellow Vol @ESPNMcGee's `Flipping The Field.'",4,1,"","ESPNMcGee"
"80","AbbyWambach","F","7.76209E+17","9/15/16 0:02","Thanks for having me @jemelehill !! ",403,18,"","jemelehill"
"920","jemelehill","F","7.88456E+17","10/18/16 19:04","Not you too. Who are you people? Yeah I said YOU PEOPLE #CandyCornIsTrash ",81,22,"CandyCornIsTrash",""
"2372","AbbyWambach","F","3.00772E+17","2/11/13 1:04","���@Tracy_Goss: @AbbyWambach Grammys?�۝ Yes please.",30,11,"","Tracy_Goss"
"1471","catwhitehill4","F","1.8389E+17","3/25/12 12:14","With the trayvon case this year, and Casey Anthony last year, maybe Florida shud take a hard look within and revamp their judicial system",1,4,"",""
"2229","arlowhite","M","6.75381E+17","12/11/15 18:26","We'll battle through.  ",2,0,"",""
"2561","MichelleDBeadle","F","6.45073E+17","9/19/15 3:12","@KitHoover you must!!!",4,0,"","KitHoover"
"2711","jemelehill","F","7.75783E+17","9/13/16 19:46","@JLewisUTW thanks fam!",1,1,"","JLewisUTW"
"2888","TaylorTwellman","M","7.29399E+17","5/8/16 19:54","@LAGalaxySRH @jayalldayerrday ",0,0,"","LAGalaxySRH"
"2339","MarkJonesESPN","M","6.66999E+17","11/18/15 15:17","Hey @PeteYannopoulos,the Drummond vs Valanciunas  debate has changed a bit.Drummond is avg'g 19pt 19 reb.J.V 14pt 10 reb.",2,0,"","PeteYannopoulos"
"314","BobLeyESPN","M","7.25452E+17","4/27/16 22:29","ICYMI: @SarahSpain @JulieDiCaro  @jemelehill talk about their experiences dealing w/ online bullying from ""trolls"" ",16,13,"","SarahSpain"
"364","BobLeyESPN","M","7.19914E+17","4/12/16 15:43","Mourning a loss and more violence - and - Family Ties      ",0,2,"",""
"191","HannahStormESPN","F","7.82265E+17","10/1/16 17:02","@AnitaMarks @OrinSwift @MissyMotha maybe I should pump the brakes on this...#Defense #NDvsCUSE",1,0,"Defense","AnitaMarks"
"675","heydb","F","4.59792E+17","4/25/14 20:30","Arranged travel into Memphis so Gus' fried chicken closed#noselfcontro",12,0,"",""
"2385","arlowhite","M","6.68788E+17","11/23/15 13:49","We have entered the Twilight Zone... #LCFC #SNF ",42,17,"LCFC",""
